recordNumber,aircraftModel,Matched_Master_Model,confirmedSpeedKph,recordDate,MFR,TYPE-ACFT,FirstClassCount,EconomyCount,PilotCount
17273,Jet Ranger,,,1982-11-01,,,,,
17274,Jet Ranger 206B,,,1983-07-22,,,,,
17275,Jet Ranger 206B,,,1983-06-10,,,,,
17276,Jet Ranger 206B,,,1983-06-21,,,,,
17277,Long Ranger,,,1986-08-11,,,,,
17278,530F,530,,1985-06-13,TEXTRON AVIATION INC,5,,,
17279,530F,530,,1985-06-13,TEXTRON AVIATION INC,5,,,
17280,530F,530,,1985-04-25,TEXTRON AVIATION INC,5,,,
17281,R44,R44,,2001-04-07,ROBINSON HELICOPTER,6,,,
17282,HH-3E,H-13E,,1967-06-01,BELL,6,,,
17283,HH-3E,H-13E,,1967-06-01,BELL,6,,,
17284,S-76,S-76,,1985-04-12,SIKORSKY,6,,,
17285,S-76,S-76,,1985-04-13,SIKORSKY,6,,,
17286,S-76,S-76,,1985-04-13,SIKORSKY,6,,,
17287,S-76,S-76,,1985-04-14,SIKORSKY,6,,,
17288,S-76,S-76,,1985-04-14,SIKORSKY,6,,,
17289,S-76,S-76,,1985-04-14,SIKORSKY,6,,,
17290,S-76,S-76,,1985-04-13,SIKORSKY,6,,,
17291,S-76,S-76,,1985-04-13,SIKORSKY,6,,,
17292,S-76,S-76,,1985-04-14,SIKORSKY,6,,,
17293,S-76,S-76,,1985-04-17,SIKORSKY,6,,,
17294,S-76,S-76,,1980-09-26,SIKORSKY,6,,,
17295,S-76,S-76,,1979-12-27,SIKORSKY,6,,,
17296,S-76,S-76,,1979-12-27,SIKORSKY,6,,,
17297,S-76,S-76,,1979-02-27,SIKORSKY,6,,,
17298,S-76,S-76,,1989-08-04,SIKORSKY,6,,,
17299,S-76,S-76,,1989-08-04,SIKORSKY,6,,,
17300,S-76,S-76,,1980-09-24,SIKORSKY,6,,,
17301,P-51D Mustang,,,2011-09-18,,,,,
17302,T-33,T-33,,2011-12-08,FEIBAO JETS,4,,,
17303,P-51D Mustang,,,2012-03-04,,,,,
17304,T-33,T-33,,2012-03-20,FEIBAO JETS,4,,,
17305,777-300,777-300,,2011-11-24,BOEING,5,,,
17306,G550,G50,,2012-01-05,TOOFON INC,6,,,
17307,Shark UL,,255.13,2011-12-22,,,,,
17308,Navion A,,,2012-05-17,,,,,
17309,Discus 14,,,2012-02-17,,,,,
17310,Plasma,,75.345,2012-03-31,,,,,
17311,Swift Light,,,2012-05-30,,,,,
17312,Mantra R11,,28.74,2012-05-29,,,,,
17313,Yak-3,,,2012-02-27,,,,,
17314,Yak-3,,,2012-02-27,,,,,
17315,Yak-3,,,2012-02-28,,,,,
17316,Yak-3,,,2012-02-27,,,,,
17317,Yak-3,,,2012-02-27,,,,,
17318,,,586.92,2012-03-15,,,,,
17319,Solar Impulse,,,2012-05-25,,,,,
17320,Solar Impulse,,,2012-05-25,,,,,
17321,Plasma,,80.549,2012-04-08,,,,,
17322,Hadron,,,2012-02-19,,,,,
17323,PA-24-250 Comanche,,,2011-11-04,,,,,
17324,,,,2012-01-30,,,,,
17325,172,172,,2012-08-05,CESSNA,4,,,
17326,G150,G150,,2012-01-22,TOOFON INC,6,,,
17327,Falcon 900,,,2012-05-28,,,,,
17328,Falcon 900,,,2012-05-24,,,,,
17329,Litespeed RX3.5,,,2012-07-17,,,,,
17330,Nucleon,,,2011-08-27,,,,,
17331,Speedster,,,2012-03-10,,,,,
17332,,,,2005-10-11,,,,,
17333,ASH 26 E,ASH 26 E,128.75,2012-07-10,SCHLEICHER ALEXANDER GMBH & CO,1,,,
17334,ASH 26 E,ASH 26 E,,2012-07-10,SCHLEICHER ALEXANDER GMBH & CO,1,,,
17335,ASH 26 E,ASH 26 E,,2012-07-09,SCHLEICHER ALEXANDER GMBH & CO,1,,,
17336,ASH 31 M,ASH 31 MI,154.257,2012-07-11,ALEXANDER SCHLEICHER GMBH & CO,1,,,
17337,Ventus 2cM,,,2012-07-10,,,,,
17338,ASH 26 E,ASH 26 E,,2012-07-10,SCHLEICHER ALEXANDER GMBH & CO,1,,,
17339,750 Citation X,,,2012-10-27,,,,,
17340,Gamera II,,,2012-06-21,,,,,
17341,Phenom 100,,,2012-04-08,,,,,
17342,Yak-3,,511.79,2012-04-23,,,,,
17343,Yak-3,,608.47,2012-04-23,,,,,
17344,Yak-3,,614.02,2012-04-23,,,,,
17345,Yak-3,,570.08,2012-04-24,,,,,
17346,Gamera II,,,2012-08-28,,,,,
17347,T310R,T310R,,2012-06-27,CESSNA,5,,,
17348,Baron BE58,,,2012-06-27,,,,,
17349,G280,280,,2012-06-06,GOLDEN AGE AIRCRAFT,4,,,
17350,Long-EZ,,,2012-08-11,,,,,
17351,Mantra,,,2012-06-27,,,,,
17352,747-400,747-400,,2012-08-18,BOEING,5,,,
17353,King Air 350ER,,,2012-09-11,,,,,
17354,G280,280,,2012-06-08,GOLDEN AGE AIRCRAFT,4,,,
17355,G280,280,,2012-06-08,GOLDEN AGE AIRCRAFT,4,,,
17356,T2C 144,,,2012-07-04,,,,,
17357,Mi-8,,,2012-09-27,,,,,
17358,BBJ 737-700,,,2012-09-16,,,,,
17359,,,,2012-09-25,,,,,
17360,Shark UL,,285.78,2012-09-15,,,,,
17361,MC-30E,,189.87,2012-09-29,,,,,
17362,G280,280,,2012-05-11,GOLDEN AGE AIRCRAFT,4,,,
17363,G280,280,,2012-05-12,GOLDEN AGE AIRCRAFT,4,,,
17364,G650,G650,,2012-05-12,GULFSTREAM AEROSPACECORP,5,,,
17365,G650,G650,,2012-05-15,GULFSTREAM AEROSPACECORP,5,,,
17366,G280,280,,2012-05-18,GOLDEN AGE AIRCRAFT,4,,,
17367,F8F Bearcat,,776.45,1969-08-16,,,,,
17368,Me 209,,755.14,1939-04-26,,,,,
17369,P-51 Mustang,,803.138,1979-08-14,,,,,
17370,G280,280,,2012-05-17,GOLDEN AGE AIRCRAFT,4,,,
17371,,,,2012-06-15,,,,,
17372,,,,2012-06-15,,,,,
17373,,,,2012-06-14,,,,,
17374,,,,2012-06-14,,,,,
17375,,,,2012-08-03,,,,,
17376,G150,G150,,2012-09-11,TOOFON INC,6,,,
17377,G150,G150,,2012-09-11,TOOFON INC,6,,,
17378,G150,G150,,2012-09-12,TOOFON INC,6,,,
17379,G150,G150,,2012-09-13,TOOFON INC,6,,,
17380,,,,2012-09-28,,,,,
17381,,,,2012-09-28,,,,,
17382,Sonerai II-L,,,2012-07-04,,,,,
17383,Play 42 MKII,,,2012-12-07,,,,,
17384,Play 42 MKII,,,2012-12-07,,,,,
17385,G650,G650,,2013-01-28,GULFSTREAM AEROSPACECORP,5,,,
17386,G650,G650,,2013-01-26,GULFSTREAM AEROSPACECORP,5,,,
17387,G650,G650,,2013-01-24,GULFSTREAM AEROSPACECORP,5,,,
17388,747-400,747-400,,2013-01-06,BOEING,5,,,
17389,747-400,747-400,,2013-01-09,BOEING,5,,,
17390,G650,G650,,2013-01-25,GULFSTREAM AEROSPACECORP,5,,,
17391,King Air 350ER,,,2012-10-27,,,,,
17392,750 Citation X,,,2012-10-27,,,,,
17393,747-400,747-400,,2012-09-27,BOEING,5,,,
17394,G280,280,,2012-11-08,GOLDEN AGE AIRCRAFT,4,,,
17395,A330,330,,2012-11-06,CESSNA,5,,,
17396,G280,280,,2012-11-24,GOLDEN AGE AIRCRAFT,4,,,
17397,G280,280,,2012-11-24,GOLDEN AGE AIRCRAFT,4,,,
17398,G280,280,,2012-11-12,GOLDEN AGE AIRCRAFT,4,,,
17399,G280,280,,2012-11-12,GOLDEN AGE AIRCRAFT,4,,,
17400,G280,280,,2012-11-13,GOLDEN AGE AIRCRAFT,4,,,
17401,G280,280,,2012-11-16,GOLDEN AGE AIRCRAFT,4,,,
17402,,,,2012-12-03,,,,,
17403,G280,280,,2012-11-17,GOLDEN AGE AIRCRAFT,4,,,
17404,G280,280,,2012-11-17,GOLDEN AGE AIRCRAFT,4,,,
17405,G280,280,,2012-11-18,GOLDEN AGE AIRCRAFT,4,,,
17406,G280,280,,2012-11-18,GOLDEN AGE AIRCRAFT,4,,,
17407,G280,280,,2012-11-20,GOLDEN AGE AIRCRAFT,4,,,
17408,G280,280,,2012-11-20,GOLDEN AGE AIRCRAFT,4,,,
17409,G280,280,,2012-11-21,GOLDEN AGE AIRCRAFT,4,,,
17410,G280,280,,2012-11-21,GOLDEN AGE AIRCRAFT,4,,,
17411,G650,G650,,2013-02-24,GULFSTREAM AEROSPACECORP,5,,,
17412,G280,280,,2013-02-23,GOLDEN AGE AIRCRAFT,4,,,
17413,G280,280,,2013-02-25,GOLDEN AGE AIRCRAFT,4,,,
17414,G280,280,,2013-01-15,GOLDEN AGE AIRCRAFT,4,,,
17415,Phenom 300,,,2013-02-27,,,,,
17416,Phenom 300,,,2013-02-27,,,,,
17417,R22,R22,,2013-02-02,ROBINSON HELICOPTER COMPANY,6,,,
17418,R22,R22,,2013-02-22,ROBINSON HELICOPTER COMPANY,6,,,
17419,Hadron,,,2012-11-10,,,,,
17420,R11,R1U1,42.34,2013-01-19,ROBERTSON,4,,,
17421,G550,G50,,2013-01-08,TOOFON INC,6,,,
17422,Hadron,,,2013-02-10,,,,,
17423,Hadron,,,2012-10-31,,,,,
17424,EC175,,,2013-02-06,,,,,
17425,EC175,,,2013-02-06,,,,,
17426,EC175,,,2013-02-06,,,,,
17427,EC175,,,2013-02-06,,,,,
17428,Be-200,B200,,2012-09-07,BEECH,5,,,
17429,Be-200,B200,,2012-09-07,BEECH,5,,,
17430,Be-200,B200,,2012-09-07,BEECH,5,,,
17431,Be-200,B200,,2012-09-07,BEECH,5,,,
17432,Be-200,B200,,2012-09-07,BEECH,5,,,
17433,Be-200,B200,,2012-09-07,BEECH,5,,,
17434,Be-200,B200,,2012-09-07,BEECH,5,,,
17435,Be-200,B200,,2012-09-07,BEECH,5,,,
17436,Be-200,B200,,2012-09-07,BEECH,5,,,
17437,Be-200,B200,,2012-09-07,BEECH,5,,,
17438,Be-200,B200,,2012-09-07,BEECH,5,,,
17439,Be-200,B200,,2012-09-07,BEECH,5,,,
17440,Be-200,B200,,2012-09-07,BEECH,5,,,
17442,Be-200,B200,,2012-09-08,BEECH,5,,,
17443,Be-200,B200,,2012-09-08,BEECH,5,,,
17444,Be-200,B200,,2012-09-08,BEECH,5,,,
17445,Be-200,B200,,2012-09-08,BEECH,5,,,
17446,Be-200,B200,,2012-09-08,BEECH,5,,,
17447,Be-200,B200,,2012-09-08,BEECH,5,,,
17448,Be-200,B200,,2012-09-08,BEECH,5,,,
17449,Be-200,B200,,2012-09-08,BEECH,5,,,
17450,Be-200,B200,,2012-09-08,BEECH,5,,,
17451,Be-200,B200,,2012-09-08,BEECH,5,,,
17452,Be-200,B200,,2012-09-08,BEECH,5,,,
17453,Be-200,B200,,2012-09-08,BEECH,5,,,
17454,G650,G650,,2013-06-30,GULFSTREAM AEROSPACECORP,5,,,
17455,Phenom 300,,,2013-02-27,,,,,
17456,Nimbus 4DM,,250.02,2012-12-21,,,,,
17457,Discus 2b,,,2013-05-12,,,,,
17458,Discus 2b,,,2013-05-12,,,,,
17459,PIK-20,PIK-20,,2013-05-25,MOLINO OY,1,,,
17460,G650,G650,914.887,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17461,G650,G650,,2013-07-04,GULFSTREAM AEROSPACECORP,5,,,
17462,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17463,G650,G650,,2013-07-02,GULFSTREAM AEROSPACECORP,5,,,
17464,G650,G650,,2013-07-02,GULFSTREAM AEROSPACECORP,5,,,
17465,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17466,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17467,G650,G650,,2013-07-02,GULFSTREAM AEROSPACECORP,5,,,
17468,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17469,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17470,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17471,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17472,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17473,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17474,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17475,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17476,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17477,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17478,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17479,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17480,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17481,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17482,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17483,G650,G650,,2013-07-03,GULFSTREAM AEROSPACECORP,5,,,
17484,,,,2013-05-10,,,,,
17485,Duo Discus,,,2013-04-15,,,,,
17486,Challenger 300,,,2013-05-07,,,,,
17487,Lancair IV,,,2013-03-02,,,,,
17488,G280,280,,2013-03-09,GOLDEN AGE AIRCRAFT,4,,,
17489,G280,280,,2013-03-14,GOLDEN AGE AIRCRAFT,4,,,
17490,G650,G650,,2013-03-14,GULFSTREAM AEROSPACECORP,5,,,
17491,G280,280,,2013-03-14,GOLDEN AGE AIRCRAFT,4,,,
17492,G280,280,,2013-03-19,GOLDEN AGE AIRCRAFT,4,,,
17493,G280,280,,2013-03-20,GOLDEN AGE AIRCRAFT,4,,,
17494,G650,G650,,2013-03-27,GULFSTREAM AEROSPACECORP,5,,,
17495,G650,G650,,2013-03-04,GULFSTREAM AEROSPACECORP,5,,,
17496,G280,280,,2013-03-04,GOLDEN AGE AIRCRAFT,4,,,
17497,G280,280,,2013-03-05,GOLDEN AGE AIRCRAFT,4,,,
17498,G650,G650,,2013-04-19,GULFSTREAM AEROSPACECORP,5,,,
17499,S10,S10,,2013-05-23,RANS,4,,,
17500,S10,S10,,2013-05-23,RANS,4,,,
17501,RV-10,RV-10,,2013-02-24,ELLIOTT KIRBY,4,,,
17502,RV-10,RV-10,,2013-02-24,ELLIOTT KIRBY,4,,,
17503,RV-10,RV-10,,2013-02-24,ELLIOTT KIRBY,4,,,
17504,SR22,SR22,,2013-04-17,UNIVERSITY OF ARIZONA/BAE,4,,,
17505,SR22,SR22,,2013-04-15,UNIVERSITY OF ARIZONA/BAE,4,,,
17506,H-301 Libelle,,69.08,2013-07-10,,,,,
17507,ASH 31 Mi,ASH 31 MI,,2013-06-30,ALEXANDER SCHLEICHER GMBH & CO,1,,,
17508,R22,R22,,2013-03-22,ROBINSON HELICOPTER COMPANY,6,,,
17509,R22,R22,,2013-03-22,ROBINSON HELICOPTER COMPANY,6,,,
17510,ASH 31 Mi,ASH 31 MI,138.994,2013-07-19,ALEXANDER SCHLEICHER GMBH & CO,1,,,
17511,ASH 31 Mi,ASH 31 MI,,2013-07-19,ALEXANDER SCHLEICHER GMBH & CO,1,,,
17512,ASH 31 Mi,ASH 31 MI,,2013-07-19,ALEXANDER SCHLEICHER GMBH & CO,1,,,
17513,ASH 31 Mi,ASH 31 MI,150.72,2013-07-21,ALEXANDER SCHLEICHER GMBH & CO,1,,,
17514,ASH 31 Mi,ASH 31 MI,156.87,2013-08-06,ALEXANDER SCHLEICHER GMBH & CO,1,,,
17515,ASH 31 Mi,ASH 31 MI,156.87,2013-08-06,ALEXANDER SCHLEICHER GMBH & CO,1,,,
17516,ASH 31 Mi,ASH 31 MI,155.77,2013-08-14,ALEXANDER SCHLEICHER GMBH & CO,1,,,
17517,Baron BE58,,,2011-04-20,,,,,
17518,Artik 3,,,2013-06-06,,,,,
17519,,,,2013-06-13,,,,,
17520,DA40 XLS,,,2013-07-29,,,,,
17521,172,172,,2013-07-29,CESSNA,4,,,
17522,PA-28R-200 Cherokee Arrow II,,,2013-07-29,,,,,
17523,M20R Ovation,,,2013-06-16,,,,,
17524,M20R Ovation,,,2013-06-29,,,,,
17525,P-51D Mustang,,,2013-05-22,,,,,
17526,P-51D Mustang,,,2013-05-22,,,,,
17527,P-51D Mustang,,,2013-05-22,,,,,
17528,Peak 3,,,2013-08-12,,,,,
17529,Icepeak 6,,,2013-08-18,,,,,
17530,Atlas,,,2013-06-13,,,,,
17531,Atlas,,,2013-06-13,,,,,
17532,PW-5,PW-5,,2013-06-03,WSK PZL-SWIDNIK,1,,,
17533,PW-5,PW-5,,2013-06-03,WSK PZL-SWIDNIK,1,,,
17534,,,,2013-07-02,,,,,
17535,G280,280,,2013-06-22,GOLDEN AGE AIRCRAFT,4,,,
17536,G280,280,,2013-05-31,GOLDEN AGE AIRCRAFT,4,,,
17537,G280,280,,2013-05-19,GOLDEN AGE AIRCRAFT,4,,,
17538,G650,G650,,2013-05-26,GULFSTREAM AEROSPACECORP,5,,,
17539,G650,G650,,2013-07-04,GULFSTREAM AEROSPACECORP,5,,,
17540,G650,G650,,2013-06-30,GULFSTREAM AEROSPACECORP,5,,,
17541,,,,2013-08-05,,,,,
17542,G280,280,,2013-08-07,GOLDEN AGE AIRCRAFT,4,,,
17543,G650,G650,,2013-07-21,GULFSTREAM AEROSPACECORP,5,,,
17544,PA-28-161,PA-28-161,,2013-07-01,PIPER,4,,,
17545,S10,S10,,2013-05-23,RANS,4,,,
17546,Challenger 300,,,2013-06-12,,,,,
17547,Ventus 2cxM,,,2013-12-31,,,,,
17548,Ventus 2cxM,,,2013-12-30,,,,,
17549,Ventus 2cxM,,,2013-12-30,,,,,
17550,Ventus 2cxM,,129.6,2013-12-30,,,,,
17551,Ventus 2cxM,,138.1,2013-12-31,,,,,
17552,Ventus 2cxM,,,2013-12-31,,,,,
17553,Ventus 2cxM,,,2013-12-31,,,,,
17554,BiGolden XC,,,2013-08-11,,,,,
17555,DG-1001M,DG-1000M,,2013-11-22,DG-FLUGZEUGBAU GMBH,1,,,
17556,DG-1001M,DG-1000M,,2013-11-22,DG-FLUGZEUGBAU GMBH,1,,,
17557,DG-1001M,DG-1000M,,2013-12-29,DG-FLUGZEUGBAU GMBH,1,,,
17558,DG-1001M,DG-1000M,,2013-12-30,DG-FLUGZEUGBAU GMBH,1,,,
17559,DG-1001M,DG-1000M,,2013-12-30,DG-FLUGZEUGBAU GMBH,1,,,
17560,Long-EZ,,,2013-09-06,,,,,
17561,Long-EZ,,,2013-09-06,,,,,
17562,Long-EZ,,,2013-09-06,,,,,
17563,Long-EZ,,324.02,2013-11-23,,,,,
17564,Long-EZ,,225.88,2013-11-24,,,,,
17565,Long-EZ,,,2013-11-24,,,,,
17566,DG-1001M,DG-1000M,,2014-01-02,DG-FLUGZEUGBAU GMBH,1,,,
17567,P-42,P-42,,2007-01-14,PADELT,2,,,
17568,14A,14A,,2007-01-14,JAMES D SLESSER,4,,,
17569,14A,14A,,2007-01-07,JAMES D SLESSER,4,,,
17570,14A,14A,,2007-01-07,JAMES D SLESSER,4,,,
17571,,,,2014-02-09,,,,,
17572,R22,R22,,2001-01-12,ROBINSON HELICOPTER COMPANY,6,,,
17573,R22,R22,,2001-01-19,ROBINSON HELICOPTER COMPANY,6,,,
17574,R22,R22,,2001-01-12,ROBINSON HELICOPTER COMPANY,6,,,
17575,R44 Astro,,,2003-04-29,,,,,
17576,R44 Astro,,,2003-04-29,,,,,
17577,R44 Astro,,,2003-04-29,,,,,
17578,R44 Astro,,,2003-10-24,,,,,
17579,MD 520N,,,1992-09-02,,,,,
17580,Gazelle,,,1984-07-31,,,,,
17581,Gazelle,,,1984-07-31,,,,,
17582,SA 365N Dauphin,,,1991-05-29,,,,,
17583,SA 365N Dauphin,,,1991-05-29,,,,,
17584,SA 365N Dauphin,,,1991-05-29,,,,,
17585,SA 365N Dauphin,,,1991-05-29,,,,,
17586,SA 365N Dauphin,,,1991-05-29,,,,,
17587,R44,R44,,2001-04-07,ROBINSON HELICOPTER,6,,,
17588,R44,R44,,2002-06-08,ROBINSON HELICOPTER,6,,,
17589,MD 500D,MD 500D,,1997-08-06,MD HELICOPTERS,6,,,
17590,MD 500D,MD 500D,,1997-08-06,MD HELICOPTERS,6,,,
17591,MD 500D,MD 500D,,1997-08-10,MD HELICOPTERS,6,,,
17592,MD 500D,MD 500D,,1997-08-11,MD HELICOPTERS,6,,,
17593,MD 500D,MD 500D,,1997-08-02,MD HELICOPTERS,6,,,
17594,MD 500D,MD 500D,,1997-08-04,MD HELICOPTERS,6,,,
17595,SA 34,SA 341G,,1992-08-14,EUROCOPTER FRANCE,6,,,
17596,SA 34,SA 341G,,1992-08-12,EUROCOPTER FRANCE,6,,,
17597,SA 34,SA 341G,,1992-08-14,EUROCOPTER FRANCE,6,,,
17598,SA 34,SA 341G,,1992-08-21,EUROCOPTER FRANCE,6,,,
17599,SA 34,SA 341G,,1992-08-17,EUROCOPTER FRANCE,6,,,
17600,SA 34,SA 341G,,1992-08-21,EUROCOPTER FRANCE,6,,,
17601,280FX,280FX,,1988-06-29,ENSTROM,6,,,
17602,206L,206L,,1985-06-21,BELL,6,,,
17603,206 Long Ranger,,,1987-09-30,,,,,
17604,530F,530,,1985-06-13,TEXTRON AVIATION INC,5,,,
17605,OH-58,OH-58,,2003-12-17,BELL,6,,,
17606,500D,500D,,1990-07-26,HUGHES,6,,,
17607,Jet Ranger III,,,1994-07-18,,,,,
17608,Jet Ranger III,,,1994-07-16,,,,,
17609,Jet Ranger III,,,1994-07-15,,,,,
17610,Jet Ranger III,,,1994-07-18,,,,,
17611,Jet Ranger III,,,1994-07-14,,,,,
17612,"369E ""B""",,,1988-03-02,,,,,
17613,109 MK11,,,1988-05-31,,,,,
17614,109 MK11,,,1988-05-31,,,,,
17615,206L3,206L-3,,1985-07-25,BELL,6,,,
17616,109,109A,,1986-09-14,AGUSTA SPA,6,,,
17617,AS350,AS350B,,1985-07-26,AEROSPATIALE,6,,,
17618,AS350,AS350B,,1985-07-27,AEROSPATIALE,6,,,
17619,109 MK11,,,1988-05-31,,,,,
17620,AS350,AS350B,,1985-08-02,AEROSPATIALE,6,,,
17621,AS350 D,AS350D,,1993-08-10,AEROSPATIALE,6,,,
17622,AS350 D,AS350D,,1986-01-20,AEROSPATIALE,6,,,
17623,109 MK11,,,1988-06-01,,,,,
17624,109 MK11,,,1988-06-01,,,,,
17625,109 MK11,,,1988-06-01,,,,,
17626,430,430,,1996-08-19,BELL,6,,,
17627,430,430,,1996-08-19,BELL,6,,,
17628,430,430,,1996-09-02,BELL,6,,,
17629,430,430,,1996-09-03,BELL,6,,,
17630,UH-1H,UH-1H,,1993-04-22,LILLQUIST BRIEN,6,,,
17631,SK76A,S-76A,,1987-12-11,SIKORSKY,6,,,
17632,SK76A,S-76A,,1987-12-11,SIKORSKY,6,,,
17633,S-70A-24,S-70A-24,,1994-10-19,SIKORSKY,6,,,
17634,S-70A-24,S-70A-24,,1994-10-20,SIKORSKY,6,,,
17635,MH-53E,CH-53E,,1993-06-02,SIKORSKY,6,,,
17637,AA-5B Tiger,,,2013-07-04,,,,,
17638,AA-5B Tiger,,,2013-07-08,,,,,
17639,PA-28-161 Warrior,,,2013-08-20,,,,,
17640,PA-28-161 Warrior,,,2013-08-22,,,,,
17641,DG-1001M,DG-1000M,240.94,2014-03-29,DG-FLUGZEUGBAU GMBH,1,,,
17642,Artik 3,,,2013-06-06,,,,,
17644,G280,280,,2013-11-14,GOLDEN AGE AIRCRAFT,4,,,
17645,V,V,,2013-11-24,JACKSON M A/JACKSON J T,4,,,
17646,G280,280,,2013-11-22,GOLDEN AGE AIRCRAFT,4,,,
17647,G280,280,,2013-11-23,GOLDEN AGE AIRCRAFT,4,,,
17648,Falcon 2000,,,2013-11-17,,,,,
17649,PC-12,PC-12,,2013-04-19,PILATUS FLUGZEUGWERKE AG,4,,,
17650,PC-12,PC-12,,2013-04-20,PILATUS FLUGZEUGWERKE AG,4,,,
17651,PC-12,PC-12,,2013-04-20,PILATUS FLUGZEUGWERKE AG,4,,,
17652,,,,2014-04-26,,,,,
17653,RV-8,RV-8,,2013-09-29,CONDON PHILIP M,4,,,
17654,CTSW,CTSW,,2013-09-29,FLIGHT DESIGN GMBH,4,,,
17655,Super Decathlon,,,2013-09-29,,,,,
17656,DG-1001M,DG-1000M,134.466,2014-04-22,DG-FLUGZEUGBAU GMBH,1,,,
17657,DG-1001M,DG-1000M,134.466,2014-04-22,DG-FLUGZEUGBAU GMBH,1,,,
17658,PIK-20,PIK-20,,2014-04-23,MOLINO OY,1,,,
17659,Gamera II,,,2013-09-25,,,,,
17660,Atlas,,,2013-09-24,,,,,
17662,Litespeed RX3.5,,71.28,2014-01-28,,,,,
17663,Litespeed RX3.5,,90.41,2014-01-28,,,,,
17664,Aeros 2,,,2013-09-06,,,,,
17665,LS8,LS8,,2013-12-20,ROLLADEN-SCHNEIDER,1,,,
17666,QuikR,,170.77,2013-06-21,,,,,
17667,QuikR,,171.86,2013-06-21,,,,,
17668,EnZo,,36.57,2014-05-05,,,,,
17669,R12,RV12,32.68,2014-05-01,LYNCH JERRY W,4,,,
17670,Kangaroo,,,2013-11-14,,,,,
17671,Icepeak 6,,,2013-11-18,,,,,
17672,ATOS VR,,,2013-12-31,,,,,
17673,,,33.16,2014-01-20,,,,,
17674,R12,RV12,32.68,2014-05-01,LYNCH JERRY W,4,,,
17675,R12,RV12,30.59,2014-05-05,LYNCH JERRY W,4,,,
17676,R12,RV12,42.89,2014-04-11,LYNCH JERRY W,4,,,
17677,R12,RV12,31.89,2014-04-12,LYNCH JERRY W,4,,,
17678,EnZo 2,,36.22,2014-01-19,,,,,
17679,G280,280,,2014-02-28,GOLDEN AGE AIRCRAFT,4,,,
17680,G280,280,,2014-03-01,GOLDEN AGE AIRCRAFT,4,,,
17681,G280,280,,2014-03-01,GOLDEN AGE AIRCRAFT,4,,,
17682,G280,280,,2014-03-02,GOLDEN AGE AIRCRAFT,4,,,
17683,G650,G650,,2014-02-08,GULFSTREAM AEROSPACECORP,5,,,
17684,G280,280,,2014-01-24,GOLDEN AGE AIRCRAFT,4,,,
17685,G280,280,,2014-02-06,GOLDEN AGE AIRCRAFT,4,,,
17686,G280,280,,2014-02-08,GOLDEN AGE AIRCRAFT,4,,,
17687,G650,G650,,2014-03-04,GULFSTREAM AEROSPACECORP,5,,,
17688,G650,G650,,2014-03-05,GULFSTREAM AEROSPACECORP,5,,,
17689,Bonanza A36,,,2014-04-06,,,,,
17690,525A Citation CJ2,,,2014-04-07,,,,,
17691,G650,G650,,2014-03-02,GULFSTREAM AEROSPACECORP,5,,,
17692,RV-7A,RV-7A,,2014-04-17,UPRIGHT ALAN M,4,,,
17693,G280,280,,2014-02-25,GOLDEN AGE AIRCRAFT,4,,,
17694,GP-5,G P-5,605.12,2014-04-12,BACKOVICH GEORGE C,4,,,
17695,GP-5,G P-5,609.35,2014-04-12,BACKOVICH GEORGE C,4,,,
17696,GP-5,G P-5,,2014-04-12,BACKOVICH GEORGE C,4,,,
17697,Catbird,,334.44,2014-04-20,,,,,
17698,G280,280,,2014-04-11,GOLDEN AGE AIRCRAFT,4,,,
17699,G280,280,,2014-04-13,GOLDEN AGE AIRCRAFT,4,,,
17700,G280,280,,2014-04-13,GOLDEN AGE AIRCRAFT,4,,,
17701,Challenger 300,,,2014-07-18,,,,,
17702,Legacy,,514.76,2014-04-19,,,,,
17703,Legacy,,514.397,2014-04-19,,,,,
17704,172,172,,2014-06-28,CESSNA,4,,,
17705,172,172,,2014-06-28,CESSNA,4,,,
17706,MagMax,,,2013-10-06,,,,,
